input_file,n,si,ti
seq6.mkv,140,44.157,8.293
seq6.mkv,141,44.38,8.629
seq6.mkv,142,44.387,11.131
seq6.mkv,143,44.364,8.88
seq6.mkv,144,44.303,10.821
seq6.mkv,145,44.447,6.418
seq6.mkv,146,44.362,6.431
seq6.mkv,147,44.367,6.465
seq6.mkv,148,44.448,6.362
seq6.mkv,149,44.495,5.884
seq6.mkv,150,44.354,6.31
seq6.mkv,151,44.692,6.279
seq6.mkv,152,44.611,6.064
seq6.mkv,153,44.575,6.105
seq6.mkv,154,44.599,6.026
seq6.mkv,155,44.719,5.822
seq6.mkv,156,44.605,6.258
seq6.mkv,157,44.858,6.157
seq6.mkv,158,44.898,6.026
seq6.mkv,159,44.977,6.254
seq6.mkv,160,45.056,6.059
seq6.mkv,161,45.006,6.363
seq6.mkv,162,45.136,6.872
seq6.mkv,163,44.876,7.212
seq6.mkv,164,44.999,7.035
seq6.mkv,165,44.915,6.713
seq6.mkv,166,44.777,6.118
seq6.mkv,167,44.755,6.432
seq6.mkv,168,44.504,6.637
seq6.mkv,169,44.788,7.23
seq6.mkv,170,44.521,6.701
seq6.mkv,171,44.414,6.331
seq6.mkv,172,44.33,6.908
seq6.mkv,173,44.155,7.279
seq6.mkv,174,44.27,7.426
seq6.mkv,175,44.091,7.354
seq6.mkv,176,44.481,5.902
seq6.mkv,177,44.472,3.055
seq6.mkv,178,44.463,2.836
seq6.mkv,179,44.468,2.854
seq6.mkv,180,44.498,2.845
seq6.mkv,181,44.515,2.831
seq6.mkv,182,44.462,2.819
seq6.mkv,183,44.493,2.957
seq6.mkv,184,44.559,2.622
seq6.mkv,185,44.555,2.741
seq6.mkv,186,44.565,2.834
seq6.mkv,187,44.565,2.749
seq6.mkv,188,44.614,2.674
seq6.mkv,189,44.626,2.567
seq6.mkv,190,44.637,2.824
seq6.mkv,191,44.659,2.548
seq6.mkv,192,44.664,2.545
seq6.mkv,193,44.645,2.677
seq6.mkv,194,44.606,2.646
seq6.mkv,195,44.61,2.717
seq6.mkv,196,44.675,2.69
seq6.mkv,197,44.682,2.56
seq6.mkv,198,44.695,2.565
seq6.mkv,199,44.673,2.422
seq6.mkv,200,44.682,2.459
seq6.mkv,201,44.721,2.485
seq6.mkv,202,44.708,2.296
seq6.mkv,203,44.663,2.427
seq6.mkv,204,44.686,2.259
seq6.mkv,205,44.699,2.197
seq6.mkv,206,44.692,2.154
seq6.mkv,207,44.709,2.124
seq6.mkv,208,44.71,2.015
seq6.mkv,209,44.701,2.054
seq6.mkv,210,44.685,2.105
seq6.mkv,211,44.628,2.261
seq6.mkv,212,44.699,2.163
seq6.mkv,213,44.737,2.181
seq6.mkv,214,44.723,2.487
seq6.mkv,215,44.768,2.267
seq6.mkv,216,44.721,2.319
seq6.mkv,217,44.736,2.249
seq6.mkv,218,44.684,2.382
seq6.mkv,219,44.778,2.66
seq6.mkv,220,44.759,2.384
seq6.mkv,221,44.736,2.538
seq6.mkv,222,44.664,2.38
seq6.mkv,223,44.674,2.634
seq6.mkv,224,44.683,2.47
seq6.mkv,225,44.683,2.788
seq6.mkv,226,44.642,2.667
seq6.mkv,227,44.597,2.57
seq6.mkv,228,44.634,2.54
seq6.mkv,229,44.672,2.762
seq6.mkv,230,44.625,2.896
seq6.mkv,231,44.643,3.02
seq6.mkv,232,44.607,2.813
seq6.mkv,233,44.594,2.898
seq6.mkv,234,44.573,3.046
seq6.mkv,235,44.53,3.261
seq6.mkv,236,44.557,3.179
seq6.mkv,237,44.572,3.168
seq6.mkv,238,44.546,3.179
seq6.mkv,239,44.542,3.304
seq6.mkv,240,44.558,3.252

