input_file,n,si,ti
seq8.mkv,97,84.124,7.12
seq8.mkv,98,84.101,7.109
seq8.mkv,99,85.445,12.004
seq8.mkv,100,84.671,7.485
seq8.mkv,101,85.221,7.52
seq8.mkv,102,84.806,7.323
seq8.mkv,103,86.349,11.857
seq8.mkv,104,85.588,6.853
seq8.mkv,105,85.312,6.857
seq8.mkv,106,86.106,6.939
seq8.mkv,107,85.924,12.247
seq8.mkv,108,87.015,6.636
seq8.mkv,109,86.112,6.321
seq8.mkv,110,86.425,6.529
seq8.mkv,111,85.966,12.409
seq8.mkv,112,86.544,6.792
seq8.mkv,113,87.402,6.74
seq8.mkv,114,86.325,6.552
seq8.mkv,115,86.39,11.845
seq8.mkv,116,86.438,6.761
seq8.mkv,117,86.466,7.683
seq8.mkv,118,86.242,7.377
seq8.mkv,119,85.497,16.189
seq8.mkv,120,86.179,12.039
seq8.mkv,121,85.826,11.19
seq8.mkv,122,86.821,10.506
seq8.mkv,123,87.786,11.312
seq8.mkv,124,86.987,6.999
seq8.mkv,125,87.121,7.425
seq8.mkv,126,87.254,7.801
seq8.mkv,127,86.779,12.696
seq8.mkv,128,86.174,11.792
seq8.mkv,129,86.127,11.146
seq8.mkv,130,86.204,7.249
seq8.mkv,131,85.915,13.285
seq8.mkv,132,85.615,7.488
seq8.mkv,133,85.538,7.818
seq8.mkv,134,85.811,7.474
seq8.mkv,135,85.722,12.092
seq8.mkv,136,85.513,6.855
seq8.mkv,137,85.336,7.084
seq8.mkv,138,85.769,6.784
seq8.mkv,139,85.517,11.191
seq8.mkv,140,85.656,6.159
seq8.mkv,141,86.587,6.709
seq8.mkv,142,85.646,6.367
seq8.mkv,143,85.269,10.925
seq8.mkv,144,85.792,5.723
seq8.mkv,145,85.408,6.166
seq8.mkv,146,85.375,6.264
seq8.mkv,147,85.176,11.448
seq8.mkv,148,85.132,6.421
seq8.mkv,149,84.943,6.254
seq8.mkv,150,85.411,6.239
seq8.mkv,151,85.172,10.79
seq8.mkv,152,85.638,6.26
seq8.mkv,153,84.686,6.236
seq8.mkv,154,84.526,6.154
seq8.mkv,155,84.793,11.281
seq8.mkv,156,84.233,5.946
seq8.mkv,157,84.327,5.883
seq8.mkv,158,84.381,5.963
seq8.mkv,159,84.32,10.977
seq8.mkv,160,84.266,6.352
seq8.mkv,161,84.091,6.243
seq8.mkv,162,84.41,6.348
seq8.mkv,163,83.762,10.439
seq8.mkv,164,83.647,6.181
seq8.mkv,165,84.432,6.438
seq8.mkv,166,83.515,6.758
seq8.mkv,167,83.133,11.693
seq8.mkv,168,83.596,6.431
seq8.mkv,169,83.095,6.293
seq8.mkv,170,82.94,6.251
seq8.mkv,171,82.218,11.932
seq8.mkv,172,82.068,7.091
seq8.mkv,173,81.828,6.802
seq8.mkv,174,82.172,6.466
seq8.mkv,175,82.077,10.6
seq8.mkv,176,82.645,6.856
seq8.mkv,177,81.704,6.998
seq8.mkv,178,81.489,6.893
seq8.mkv,179,81.444,11.071
seq8.mkv,180,80.717,6.138
seq8.mkv,181,80.713,6.134
seq8.mkv,182,80.575,6.494
seq8.mkv,183,80.229,11.134
seq8.mkv,184,79.971,6.289
seq8.mkv,185,79.026,6.465
seq8.mkv,186,77.18,6.233
seq8.mkv,187,73.526,10.75
seq8.mkv,188,72.747,5.806
seq8.mkv,189,70.42,6.249
seq8.mkv,190,68.07,5.501
seq8.mkv,191,64.175,9.053
seq8.mkv,192,62.239,4.609
seq8.mkv,193,61.099,4.682
seq8.mkv,194,59.416,4.809
seq8.mkv,195,55.989,8.476
seq8.mkv,196,54.665,4.678
seq8.mkv,197,52.556,4.506
seq8.mkv,198,51.677,4.031
seq8.mkv,199,49.37,6.554
seq8.mkv,200,48.769,4.404
seq8.mkv,201,47.789,5.153
seq8.mkv,202,44.863,4.151
seq8.mkv,203,43.216,5.932
seq8.mkv,204,43.301,3.902
seq8.mkv,205,43.502,5.048
seq8.mkv,206,43.031,4.607
seq8.mkv,207,42.634,5.54
seq8.mkv,208,44.052,4.213
seq8.mkv,209,44.308,6.802
seq8.mkv,210,44.035,4.933
seq8.mkv,211,45.645,5.868
seq8.mkv,212,46.522,6.009
seq8.mkv,213,49.015,8.442
seq8.mkv,214,52.514,6.456
seq8.mkv,215,55.943,7.341
seq8.mkv,216,58.757,7.793
seq8.mkv,217,63.615,11.71
seq8.mkv,218,66.901,8.957
seq8.mkv,219,71.356,9.615
seq8.mkv,220,74.793,10.049
seq8.mkv,221,76.209,14.792
seq8.mkv,222,78.861,10.82
seq8.mkv,223,80.482,11.405
seq8.mkv,224,81.206,10.966
seq8.mkv,225,83.228,15.956
seq8.mkv,226,85.771,11.674
seq8.mkv,227,86.042,11.38
seq8.mkv,228,89.557,11.971
seq8.mkv,229,90.104,16.856
seq8.mkv,230,90.905,11.925
seq8.mkv,231,90.313,11.936
seq8.mkv,232,91.784,11.776
seq8.mkv,233,91.675,17.45
seq8.mkv,234,90.733,11.912
seq8.mkv,235,92.935,12.115
seq8.mkv,236,91.65,12.251
seq8.mkv,237,93.326,12.6
seq8.mkv,238,92.336,17.486
seq8.mkv,239,92.691,12.411
seq8.mkv,240,91.102,12.153

