input_file,n,si,ti
seq2.mkv,58,32.474,21.453
seq2.mkv,59,33.073,25.409
seq2.mkv,60,33.495,21.836
seq2.mkv,61,33.441,25.709
seq2.mkv,62,33.442,23.784
seq2.mkv,63,32.926,28.432
seq2.mkv,64,32.18,22.874
seq2.mkv,65,31.248,27.406
seq2.mkv,66,29.911,24.897
seq2.mkv,67,29.347,29.863
seq2.mkv,68,28.646,24.924
seq2.mkv,69,28.396,25.512
seq2.mkv,70,28.682,21.603
seq2.mkv,71,29.306,24.056
seq2.mkv,72,29.941,20.736
seq2.mkv,73,30.628,22.705
seq2.mkv,74,30.956,18.473
seq2.mkv,75,30.593,21.908
seq2.mkv,76,30.177,19.407
seq2.mkv,77,30.551,23.123
seq2.mkv,78,17.353,42.931
seq2.mkv,79,17.801,29.068
seq2.mkv,80,18.378,22.664
seq2.mkv,81,19.902,26.867
seq2.mkv,82,20.146,21.079
seq2.mkv,83,20.823,27.024
seq2.mkv,84,21.021,24.234
seq2.mkv,85,21.853,29.669
seq2.mkv,86,21.758,26.809
seq2.mkv,87,22.705,29.915
seq2.mkv,88,22.618,29.358
seq2.mkv,89,22.28,32.782
seq2.mkv,90,21.264,27.67
seq2.mkv,91,19.295,31.307
seq2.mkv,92,19.138,27.44
seq2.mkv,93,19.332,28.851
seq2.mkv,94,18.193,23.503
seq2.mkv,95,18.745,21.929
seq2.mkv,96,19.13,17.149
seq2.mkv,97,18.414,23.273
seq2.mkv,98,18.27,24.254
seq2.mkv,99,18.319,25.925
seq2.mkv,100,19.228,19.146
seq2.mkv,101,19.727,20.956
seq2.mkv,102,20.273,15.399
seq2.mkv,103,20.508,17.612
seq2.mkv,104,20.868,15.686
seq2.mkv,105,20.029,18.866
seq2.mkv,106,19.533,12.82
seq2.mkv,107,19.256,18.122
seq2.mkv,108,18.959,14.081
seq2.mkv,109,18.799,14.584
seq2.mkv,110,18.899,9.922
seq2.mkv,111,18.907,13.024
seq2.mkv,112,19.021,9.417
seq2.mkv,113,19.836,14.827
seq2.mkv,114,19.986,12.598
seq2.mkv,115,20.111,15.441
seq2.mkv,116,16.83,45.9
seq2.mkv,117,17.05,18.108
seq2.mkv,118,17.422,22.712
seq2.mkv,119,17.308,18.509
seq2.mkv,120,16.567,23.137
seq2.mkv,121,16.64,10.539
seq2.mkv,122,16.387,12.832
seq2.mkv,123,16.163,10.042
seq2.mkv,124,16.023,12.656
seq2.mkv,125,15.945,6.632
seq2.mkv,126,15.988,6.742
seq2.mkv,127,15.878,6.855
seq2.mkv,128,15.81,8.748
seq2.mkv,129,15.856,4.398
seq2.mkv,130,15.799,8.692
seq2.mkv,131,15.66,6.682
seq2.mkv,132,15.457,6.663
seq2.mkv,133,15.87,39.956
seq2.mkv,134,15.82,7.393
seq2.mkv,135,15.908,7.223
seq2.mkv,136,15.846,9.656
seq2.mkv,137,15.932,6.734
seq2.mkv,138,15.879,6.7
seq2.mkv,139,15.756,6.569
seq2.mkv,140,15.616,8.944
seq2.mkv,141,15.555,6.065
seq2.mkv,142,15.582,5.978
seq2.mkv,143,15.546,5.876
seq2.mkv,144,15.204,8.181
seq2.mkv,145,13.548,40.619
seq2.mkv,146,13.519,4.235
seq2.mkv,147,13.482,3.184
seq2.mkv,148,13.48,4.199
seq2.mkv,149,13.374,3.166
seq2.mkv,150,13.373,4.24
seq2.mkv,151,13.315,3.179
seq2.mkv,152,13.306,4.311
seq2.mkv,153,14.474,31.043
seq2.mkv,154,14.448,5.899
seq2.mkv,155,14.371,5.828
seq2.mkv,156,14.127,7.973
seq2.mkv,157,14.138,5.565
seq2.mkv,158,14.081,5.589
seq2.mkv,159,14.018,5.646
seq2.mkv,160,14.233,8.172
seq2.mkv,161,14.312,6.01
seq2.mkv,162,14.289,6.03
seq2.mkv,163,14.267,5.798
seq2.mkv,164,14.018,8.188
seq2.mkv,165,13.854,5.867
seq2.mkv,166,13.774,5.871
seq2.mkv,167,13.286,11.235
seq2.mkv,168,13.096,12.87
seq2.mkv,169,12.295,10.672
seq2.mkv,170,11.512,12.365
seq2.mkv,171,10.806,10.721
seq2.mkv,172,33.576,40.547
seq2.mkv,173,35.079,29.612
seq2.mkv,174,32.458,33.988
seq2.mkv,175,30.787,32.221
seq2.mkv,176,29.078,34.44
seq2.mkv,177,27.625,33.011
seq2.mkv,178,26.754,36.714
seq2.mkv,179,27.631,32.822
seq2.mkv,180,27.873,35.095
seq2.mkv,181,28.868,31.111
seq2.mkv,182,27.502,34.831
seq2.mkv,183,27.072,30.17
seq2.mkv,184,26.273,35.63
seq2.mkv,185,27.14,30.615
seq2.mkv,186,26.266,33.924
seq2.mkv,187,24.891,29.259
seq2.mkv,188,23.337,32.349
seq2.mkv,189,22.234,29.599
seq2.mkv,190,21.755,31.712
seq2.mkv,191,23.326,28.004
seq2.mkv,192,22.882,30.981
seq2.mkv,193,21.042,28.801
seq2.mkv,194,20.345,31.802
seq2.mkv,195,20.159,29.409
seq2.mkv,196,20.881,35.155
seq2.mkv,197,22.747,30.94
seq2.mkv,198,23.748,35.277
seq2.mkv,199,24.51,30.529
seq2.mkv,200,24.682,36.218
seq2.mkv,201,14.274,40.231
seq2.mkv,202,14.916,13.482
seq2.mkv,203,15.005,9.718
seq2.mkv,204,15.289,10.383
seq2.mkv,205,15.178,8.9
seq2.mkv,206,15.351,10.119
seq2.mkv,207,15.576,8.032
seq2.mkv,208,15.503,8.795
seq2.mkv,209,15.458,7.771
seq2.mkv,210,15.728,8.763
seq2.mkv,211,15.803,6.983
seq2.mkv,212,15.93,7.512
seq2.mkv,213,15.959,6.382
seq2.mkv,214,15.84,7.775
seq2.mkv,215,15.862,6.466
seq2.mkv,216,15.83,7.319
seq2.mkv,217,15.773,6.717
seq2.mkv,218,15.91,7.78
seq2.mkv,219,15.936,6.396
seq2.mkv,220,15.691,7.504
seq2.mkv,221,15.683,6.337
seq2.mkv,222,15.741,6.679
seq2.mkv,223,15.745,4.977
seq2.mkv,224,15.857,4.94
seq2.mkv,225,15.921,3.843
seq2.mkv,226,15.882,7.614
seq2.mkv,227,16.019,7.439
seq2.mkv,228,16.244,9.159
seq2.mkv,229,16.489,8.029
seq2.mkv,230,16.578,9.104
seq2.mkv,231,16.586,6.674
seq2.mkv,232,16.216,6.776
seq2.mkv,233,31.792,36.629
seq2.mkv,234,30.571,34.879
seq2.mkv,235,30.425,29.434
seq2.mkv,236,30.25,33.419
seq2.mkv,237,30.797,27.918
seq2.mkv,238,31.128,29.312
seq2.mkv,239,30.999,23.915
seq2.mkv,240,29.572,26.907

