input_file,n,si,ti
seq4.mkv,161,13.324,3.864
seq4.mkv,162,15.104,5.085
seq4.mkv,163,16.9,5.827
seq4.mkv,164,20.502,7.506
seq4.mkv,165,21.909,7.757
seq4.mkv,166,23.066,9.405
seq4.mkv,167,23.924,8.609
seq4.mkv,168,25.558,10.212
seq4.mkv,169,26.7,9.316
seq4.mkv,170,27.839,11.12
seq4.mkv,171,29.205,9.919
seq4.mkv,172,30.924,11.762
seq4.mkv,173,31.752,10.694
seq4.mkv,174,33.27,12.602
seq4.mkv,175,33.954,11.554
seq4.mkv,176,34.409,13.323
seq4.mkv,177,35.088,11.921
seq4.mkv,178,35.488,13.466
seq4.mkv,179,35.956,12.238
seq4.mkv,180,37.883,14.475
seq4.mkv,181,38.285,12.872
seq4.mkv,182,39.826,14.648
seq4.mkv,183,41.053,13.711
seq4.mkv,184,41.211,15.859
seq4.mkv,185,41.724,14.03
seq4.mkv,186,42.071,15.691
seq4.mkv,187,42.601,14.345
seq4.mkv,188,42.503,16.661
seq4.mkv,189,42.549,14.328
seq4.mkv,190,42.816,15.904
seq4.mkv,191,41.924,14.375
seq4.mkv,192,41.261,17.01
seq4.mkv,193,41.787,14.21
seq4.mkv,194,41.632,15.965
seq4.mkv,195,41.467,14.301
seq4.mkv,196,43.624,17.504
seq4.mkv,197,44.542,14.894
seq4.mkv,198,45.072,16.702
seq4.mkv,199,45.753,14.922
seq4.mkv,200,47.357,19.098
seq4.mkv,201,47.51,15.174
seq4.mkv,202,47.454,17.092
seq4.mkv,203,47.558,14.998
seq4.mkv,204,47.406,19.115
seq4.mkv,205,47.977,14.672
seq4.mkv,206,48.149,16.656
seq4.mkv,207,47.612,14.832
seq4.mkv,208,46.441,18.469
seq4.mkv,209,46.463,14.349
seq4.mkv,210,45.047,16.426
seq4.mkv,211,42.748,14.057
seq4.mkv,212,38.257,17.206
seq4.mkv,213,37.12,12.734
seq4.mkv,214,35.945,14.021
seq4.mkv,215,34.543,12.091
seq4.mkv,216,31.763,15.757
seq4.mkv,217,31.159,11.375
seq4.mkv,218,31.071,12.827
seq4.mkv,219,30.681,11.47
seq4.mkv,220,29.866,14.598
seq4.mkv,221,29.738,11.084
seq4.mkv,222,29.372,12.167
seq4.mkv,223,28.455,10.758
seq4.mkv,224,27.471,14.112
seq4.mkv,225,26.164,10.366
seq4.mkv,226,25.452,10.882
seq4.mkv,227,24.777,9.833
seq4.mkv,228,24.948,13.172
seq4.mkv,229,24.997,9.744
seq4.mkv,230,25.252,10.339
seq4.mkv,231,25.047,9.687
seq4.mkv,232,25.404,12.573
seq4.mkv,233,25.691,9.902
seq4.mkv,234,24.752,10.873
seq4.mkv,235,23.879,9.595
seq4.mkv,236,20.886,10.599
seq4.mkv,237,19.298,7.303
seq4.mkv,238,17.583,7.271
seq4.mkv,239,16.346,6.077
seq4.mkv,240,14.881,6.385

